comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
None,None,S,None,"DC0217.6: Plus il penettre, et plus fort il martyre:",None,DC0217: Ce friant oeil qui toujours estincelle,None,17,T,None,None,None,None,None,None,None,None,18,None,None,None,None,None,None,"Jul 15, 2012 7:25 PM",B,None,"Magruder, Katherine",None,None,T,None,None,None,None,None,None
None,None,None,None,"DC0217.6: Plus il penettre, et plus fort il martyre:",None,DC0217: Ce friant oeil qui toujours estincelle,None,16,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,"Jul 15, 2012 7:24 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
Ct and Bassus move to D.,,,,"DC0217.5: Plus on se tient contre lui sur sa garde,",,DC0217: Ce friant oeil qui toujours estincelle,,16,,S,Evaded,,,,A,,,17,,T,,,,,"Jul 30, 2012 5:29 PM",,,"Greenberg, Jamie",,None,,,Phrygian,,,None,
None,None,None,HR Simple,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,13,None,None,None,None,None,None,None,None,None,14,None,None,None,None,None,None,"Jul 30, 2012 5:28 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,S,None,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,15,T,None,None,None,None,None,None,None,None,16,None,None,None,None,None,None,"Jul 30, 2012 5:27 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,None,None,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,13,None,None,None,None,None,None,None,None,None,15,None,None,S,None,None,None,"Jul 30, 2012 5:10 PM",B,None,"Greenberg, Jamie",None,None,S,Ct,None,None,None,None,None
None,None,None,None,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,16,None,None,None,None,None,None,D,None,None,17,None,None,None,None,None,None,"Jul 15, 2012 7:23 PM",None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
None,None,S,None,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,14,T,None,None,None,None,None,None,None,None,16,None,None,None,None,None,None,"Jul 15, 2012 7:22 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,13,None,None,None,None,None,None,None,None,None,15,None,None,S,None,None,None,"Jul 15, 2012 7:22 PM",None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
None,None,None,HR Simple,"DC0217.5: Plus on se tient contre lui sur sa garde,",None,DC0217: Ce friant oeil qui toujours estincelle,None,13,None,None,None,None,None,None,None,None,None,13,None,None,None,None,None,None,"Jul 15, 2012 7:22 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
Second ending.,None,None,None,DC0217.4: Du quel noz coeurs à l'impourveu il darde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,6,None,None,None,None,None,None,None,None,None,12,2,None,None,None,None,None,"Jul 30, 2012 5:09 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
2nd ending measure length shortened by half.,None,None,None,DC0217.4: Du quel noz coeurs à l'impourveu il darde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,6,None,None,None,None,None,None,None,None,None,12,2,None,None,None,None,None,"Jul 15, 2012 7:21 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0217.3: Un dard bruslant secretement nous celle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,"Jul 30, 2012 5:09 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0217.3: Un dard bruslant secretement nous celle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,1,None,None,None,None,None,None,None,None,None,6,1,None,None,None,None,None,"Jul 15, 2012 7:19 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,10,None,S,None,None,None,None,F,None,None,11,None,T,None,None,None,None,"Jul 30, 2012 5:09 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,8,None,None,None,None,None,None,None,None,None,9,None,None,S,None,None,None,"Jul 30, 2012 5:08 PM",B,None,"Greenberg, Jamie",None,None,S,Ct,None,None,None,None,None
None,None,None,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,10,None,S,None,None,None,None,F,None,None,11,None,T,None,None,None,None,"Jul 15, 2012 7:19 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,10,T,None,None,None,None,None,None,None,None,10,None,None,None,None,None,None,"Jul 15, 2012 7:18 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,9,None,None,None,None,None,None,None,None,None,9,None,None,S,None,None,None,"Jul 15, 2012 7:18 PM",None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
None,None,S,HR Simple,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,8,T,None,None,None,None,None,None,None,None,8,None,None,None,None,None,None,"Jul 15, 2012 7:17 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0217.2: Et de costé à demy nous regarde.,None,DC0217: Ce friant oeil qui toujours estincelle,None,7,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,"Jul 15, 2012 7:17 PM",B,None,"Magruder, Katherine",None,None,T,None,None,None,None,None,None
None,None,None,None,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,5,None,Ct,Displaced,None,None,None,C,None,None,6,None,B,None,None,None,None,"Jul 30, 2012 5:07 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,4,None,None,None,None,None,None,None,None,None,4,None,None,Ct,None,None,None,"Jul 30, 2012 5:07 PM",None,None,"Greenberg, Jamie",None,None,None,B,None,None,None,None,None
None,None,None,FI,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,3,None,None,None,None,None,None,None,None,None,4,None,None,None,T,None,S,"Jul 30, 2012 5:06 PM",None,None,"Greenberg, Jamie",T,None,None,None,None,None,None,None,T
None,None,None,FI,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,2,None,None,None,S,None,None,None,None,None,3,None,None,None,None,None,Ct,"Jul 30, 2012 5:06 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,S,None,None,S
None,None,None,None,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,5,None,Ct,Displaced,None,None,None,C,None,None,6,None,B,None,None,None,None,"Jul 15, 2012 7:15 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,FI,"DC0217.1: Ce friant oeil qui tousjours estincelle,",Ct,DC0217: Ce friant oeil qui toujours estincelle,None,4,None,None,None,None,None,None,None,None,None,5,None,None,None,None,B,T,"Jul 15, 2012 7:15 PM",None,None,"Magruder, Katherine",None,None,None,None,None,Ct,None,None,Ct
None,None,None,NIM,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,T,2,None,None,None,None,None,B,None,S,T,4,None,None,None,None,None,None,"Jul 15, 2012 7:14 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,4,None,None,None,None,None,None,None,None,None,4,None,None,Ct,None,None,None,"Jul 15, 2012 7:12 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,HR Simple,"DC0217.1: Ce friant oeil qui tousjours estincelle,",None,DC0217: Ce friant oeil qui toujours estincelle,None,1,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,"Jul 15, 2012 7:12 PM",T,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
Final ending.,None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,32,None,None,None,None,None,None,None,None,None,37,8,None,None,None,None,None,"Jul 30, 2012 4:43 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
Repeats only mm. 4 - 8 of phrase 2.,None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,26,None,None,None,None,None,None,None,None,None,30,2,None,None,None,None,None,"Jul 30, 2012 4:42 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,26,None,None,None,None,None,None,None,None,None,27,None,None,None,None,None,None,"Jul 30, 2012 4:41 PM",None,None,"Greenberg, Jamie",None,Text Overlap,None,None,None,None,None,None,None
"Repeats first part of phrase, displaced by half note.",None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,32,None,None,None,None,None,None,None,None,None,37,8,None,None,None,None,None,"Jul 15, 2012 7:09 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,29,None,S,None,None,None,None,F,None,None,30,None,T,None,None,None,None,"Jul 15, 2012 7:08 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
Ct line repeats text from phrase 8.,None,None,None,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,30,None,None,None,None,None,None,None,None,None,33,7,None,None,None,None,None,"Jul 15, 2012 7:08 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,ID,DC0216.8: Qu'employer sa langue à mesdire.,None,DC0216: Allons aux champs sur la verdure,None,26,None,None,None,None,None,None,None,None,None,28,None,None,None,S,B,T,"Jul 15, 2012 7:07 PM",None,None,"Magruder, Katherine",None,None,None,None,None,S,Ct,None,S
Ct bears phrase 8 text.,None,None,None,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,30,None,None,None,None,None,None,None,None,None,33,7,None,None,None,None,None,"Jul 30, 2012 4:44 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
Ct continues beyond cadence.,None,None,None,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,25,None,B,"Displaced, Inverted",None,None,None,C,None,None,26,None,Ct,None,None,None,None,"Jul 30, 2012 4:40 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,24,T,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,"Jul 30, 2012 4:32 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,None,ID,"DC0216.7: Myeulx vault s'esbatre gayement,",B,DC0216: Allons aux champs sur la verdure,None,24,None,None,None,None,None,None,None,None,None,29,None,None,None,None,B,Ct,"Jul 15, 2012 7:33 PM",None,None,"Magruder, Katherine",B,None,None,None,None,None,T,None,S
None,None,None,None,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,25,None,Ct,"Displaced, Inverted",None,None,None,C,None,None,26,None,B,None,None,None,None,"Jul 15, 2012 7:06 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,S,HR Simple,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,25,T,None,None,None,None,None,None,None,None,25,None,None,None,None,None,None,"Jul 15, 2012 7:06 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,"DC0216.7: Myeulx vault s'esbatre gayement,",None,DC0216: Allons aux champs sur la verdure,None,23,None,None,None,None,None,None,None,None,None,24,None,None,S,None,None,None,"Jul 15, 2012 7:05 PM",None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
None,None,None,None,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,23,None,S,None,None,None,None,C,None,None,23,None,T,None,None,None,None,"Jul 30, 2012 4:32 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,FI,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,18,None,None,None,S,None,None,None,None,None,20,None,None,None,None,None,Ct,"Jul 30, 2012 4:31 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,S,None,None,S
None,None,None,None,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,17,None,None,None,None,None,None,None,None,None,18,None,None,None,None,None,None,"Jul 30, 2012 4:31 PM",None,None,"Greenberg, Jamie",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,22,None,S,None,None,None,None,C,None,None,23,None,T,None,None,None,None,"Jul 15, 2012 7:05 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,21,Ct,None,None,None,None,None,None,None,None,22,None,None,None,None,None,None,"Jul 15, 2012 7:04 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,ID,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,17,None,None,None,Ct,None,None,None,None,None,21,None,None,None,None,T,S,"Jul 15, 2012 7:04 PM",None,None,"Magruder, Katherine",Ct,None,None,None,None,None,B,None,Ct
None,None,None,None,"DC0216.6: Allons chanter, gaudir, et rire,",None,DC0216: Allons aux champs sur la verdure,None,17,None,None,None,None,None,None,None,None,None,18,None,None,None,None,None,None,"Jul 15, 2012 7:03 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"DC0216.5: Allons y doncq hastivement,",None,DC0216: Allons aux champs sur la verdure,None,17,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,"Jul 30, 2012 4:30 PM",None,None,"Greenberg, Jamie",None,None,None,None,NoCadence,None,None,None,None
None,None,None,FI,"DC0216.5: Allons y doncq hastivement,",B,DC0216: Allons aux champs sur la verdure,None,16,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,T,"Jul 30, 2012 4:30 PM",None,None,"Greenberg, Jamie",B,None,None,None,None,None,None,None,B
None,None,None,FI,"DC0216.5: Allons y doncq hastivement,",Ct,DC0216: Allons aux champs sur la verdure,None,15,None,None,None,None,None,None,None,None,None,16,None,None,None,None,None,S,"Jul 30, 2012 4:29 PM",None,None,"Greenberg, Jamie",Ct,None,None,None,None,None,None,None,Ct
S anticipates soggetto in m. 13.,Invertible Counterpoint,None,PEn Tonal,"DC0216.5: Allons y doncq hastivement,",B,DC0216: Allons aux champs sur la verdure,None,13,None,None,None,None,None,None,None,None,None,14,None,None,None,Ct,Ct,T,"Jul 30, 2012 4:29 PM",None,None,"Greenberg, Jamie",B,None,None,None,None,Ct,None,None,B
None,None,None,None,"DC0216.5: Allons y doncq hastivement,",None,DC0216: Allons aux champs sur la verdure,None,17,None,None,"Displaced, Incomplete",None,None,None,F,None,None,18,None,B,None,None,None,None,"Jul 15, 2012 7:02 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,Invertible Counterpoint,None,ID,"DC0216.5: Allons y doncq hastivement,",Ct,DC0216: Allons aux champs sur la verdure,None,15,None,None,None,None,None,None,None,None,None,18,None,None,None,None,T,S,"Jul 15, 2012 7:02 PM",None,None,"Magruder, Katherine",Ct,None,None,None,None,None,B,None,Ct
None,Invertible Counterpoint,None,ID,"DC0216.5: Allons y doncq hastivement,",None,DC0216: Allons aux champs sur la verdure,None,13,None,None,None,None,None,None,None,None,None,15,None,None,None,T,B,S,"Jul 15, 2012 7:01 PM",None,None,"Magruder, Katherine",T,None,None,None,None,None,Ct,None,T
Second ending.,None,None,None,DC0216.4: Il n'est que vivre plaisamment.,None,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,13,2,None,None,None,None,None,"Jul 30, 2012 4:27 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
Superius in 2nd ending moves to new phrase.,None,None,None,DC0216.4: Il n'est que vivre plaisamment.,None,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,13,2,None,None,None,None,None,"Jul 15, 2012 6:59 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0216.3: Ce pendant que le beau temps dure,None,DC0216: Allons aux champs sur la verdure,None,1,None,None,None,None,None,None,None,None,None,5,1,None,None,None,None,None,"Jul 30, 2012 4:25 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0216.3: Ce pendant que le beau temps dure,None,DC0216: Allons aux champs sur la verdure,None,1,None,None,None,None,None,None,None,None,None,5,1,None,None,None,None,None,"Jul 15, 2012 6:58 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,11,None,S,None,None,None,None,F,None,None,12,None,T,None,None,None,None,"Jul 30, 2012 4:09 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,Invertible Counterpoint,None,PEn Tonal,DC0216.2: Passer le temps joyeusement.,Ct,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,7,None,None,None,S,B,T,"Jul 30, 2012 4:09 PM",None,None,"Greenberg, Jamie",B,None,None,None,None,S,Ct,None,S
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,"Jul 30, 2012 4:08 PM",None,None,"Greenberg, Jamie",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,11,None,S,None,None,None,None,F,None,None,12,None,T,None,None,None,None,"Jul 15, 2012 6:58 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,7,None,S,Incomplete,None,None,None,F,None,None,8,None,None,None,None,None,None,"Jul 15, 2012 6:57 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
Rhythm displaced by half note.,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,8,None,None,None,None,None,None,None,None,None,12,2,None,None,None,None,None,"Jul 15, 2012 6:56 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Refrain,None
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,7,None,None,None,None,None,None,None,None,None,7,None,None,Ct,None,None,None,"Jul 15, 2012 6:55 PM",None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
None,None,None,FI,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,5,None,None,None,None,None,None,None,None,None,7,None,None,None,B,None,S,"Jul 15, 2012 6:54 PM",None,None,"Magruder, Katherine",B,None,None,None,None,None,None,None,B
None,None,None,None,DC0216.2: Passer le temps joyeusement.,None,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,"Jul 15, 2012 6:53 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
Ct continues and reiterates cadences in role of cantizans in m. 5.,None,None,None,"DC0216.1: Allons aux champs sur la verdure,",None,DC0216: Allons aux champs sur la verdure,None,4,None,B,"Displaced, Inverted",None,None,None,F,None,None,5,None,Ct,None,None,None,None,"Jul 30, 2012 4:07 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0216.1: Allons aux champs sur la verdure,",None,DC0216: Allons aux champs sur la verdure,None,3,None,None,None,None,None,None,None,None,None,4,None,None,S,None,None,None,"Jul 30, 2012 4:06 PM",None,None,"Greenberg, Jamie",None,None,None,T,None,None,None,None,None
None,Invertible Counterpoint,None,PEn,"DC0216.1: Allons aux champs sur la verdure,",B,DC0216: Allons aux champs sur la verdure,None,1,None,None,None,None,None,None,None,None,None,3,None,None,None,T,B,S,"Jul 30, 2012 4:05 PM",None,None,"Greenberg, Jamie",T,None,None,None,None,B,Ct,None,T
None,None,None,FI,"DC0216.1: Allons aux champs sur la verdure,",S,DC0216: Allons aux champs sur la verdure,None,2,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,Ct,"Jul 15, 2012 7:13 PM",None,None,"Magruder, Katherine",None,None,None,None,None,S,None,None,S
None,None,None,None,"DC0216.1: Allons aux champs sur la verdure,",None,DC0216: Allons aux champs sur la verdure,None,4,None,Ct,"Displaced, Incomplete",None,None,None,F,None,None,5,None,None,None,None,None,None,"Jul 15, 2012 6:53 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0216.1: Allons aux champs sur la verdure,",None,DC0216: Allons aux champs sur la verdure,None,4,None,None,None,None,None,None,None,None,None,4,None,None,S,None,None,None,"Jul 15, 2012 6:52 PM",None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
None,None,None,None,"DC0216.1: Allons aux champs sur la verdure,",None,DC0216: Allons aux champs sur la verdure,None,2,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,"Jul 15, 2012 6:52 PM",B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
None,None,None,PEn,"DC0216.1: Allons aux champs sur la verdure,",B,DC0216: Allons aux champs sur la verdure,None,1,None,None,None,None,None,None,None,None,None,3,None,None,None,T,Ct,S,"Jul 15, 2012 6:51 PM",None,None,"Magruder, Katherine",T,None,None,None,None,None,None,None,T
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,24,None,None,None,None,None,None,None,None,None,33,8,None,None,None,None,None,"Jul 30, 2012 3:52 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,30,None,S,None,None,None,None,F,None,None,31,None,T,None,None,None,None,"Jul 30, 2012 3:52 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
Phrase continues beyond cadence with new material.,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,24,None,None,None,None,None,None,None,None,None,31,4,None,None,None,None,None,"Jul 30, 2012 3:51 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,29,None,S,None,None,None,None,F,None,None,33,None,T,None,None,None,None,"Jul 10, 2012 2:44 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,33,None,None,None,None,None,None,None,None,None,33,None,None,Ct,None,None,None,"Jul 10, 2012 2:44 PM",None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,26,None,T,Incomplete,None,None,None,C,None,None,27,None,None,None,None,None,None,"Jul 10, 2012 2:43 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,28,None,None,None,None,None,None,None,None,None,28,None,None,S,None,None,None,"Jul 10, 2012 2:42 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,25,None,None,None,None,None,None,None,None,None,26,None,None,S,None,None,None,"Jul 10, 2012 2:41 PM",None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
None,None,None,None,DC0215.8: Sur tous voirriez son feu paroistre.,None,DC0215: Dieu doinct le bon jour à m'amye,None,24,None,None,None,None,None,None,None,None,None,24,None,None,None,None,None,None,"Jul 10, 2012 2:41 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,DC0215.7: S'il avoit autant de pouvoir,None,DC0215: Dieu doinct le bon jour à m'amye,None,21,None,None,None,None,None,None,None,None,None,24,7,None,None,None,None,None,"Jul 30, 2012 3:51 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
Entry of T staggered. Minor rhythmic variations.,None,None,None,DC0215.7: S'il avoit autant de pouvoir,None,DC0215: Dieu doinct le bon jour à m'amye,None,21,None,None,None,None,None,None,None,None,None,24,3,None,None,None,None,None,"Jul 30, 2012 3:48 PM",None,Varied,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0215.7: S'il avoit autant de pouvoir,None,DC0215: Dieu doinct le bon jour à m'amye,None,23,None,Ct,Displaced,None,None,None,F,None,None,24,None,B,None,None,None,None,"Jul 10, 2012 2:40 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
