comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
None,None,None,None,DC0122.6: Que ce que doibt nature luy laisser.,None,DC0122: Amour et mort par trop grand avantage,None,21,None,Ct,Displaced,None,None,None,F,None,None,22,None,T,None,None,None,None,8/1/12 12:08,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,NIM,DC0122.6: Que ce que doibt nature luy laisser.,None,DC0122: Amour et mort par trop grand avantage,S,16,None,None,None,None,None,B,None,T,Ct,20,None,None,None,Ct,None,None,8/1/12 12:08,None,None,"Herdman, Jessica",Ct,None,None,None,None,None,None,None,None
None,None,None,None,"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",None,DC0122: Amour et mort par trop grand avantage,None,16,None,None,None,None,None,None,A,None,None,17,None,None,None,None,None,None,8/1/12 12:07,None,None,"Herdman, Jessica",None,None,None,None,Plagal,None,None,None,None
B has FI motive (from mm 12-16).,None,None,None,"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",None,DC0122: Amour et mort par trop grand avantage,None,14,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,8/1/12 12:07,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,FI,"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",None,DC0122: Amour et mort par trop grand avantage,None,12,None,None,None,None,None,None,None,None,None,16,None,None,None,T,None,S,8/1/12 12:06,None,None,"Herdman, Jessica",T,None,None,None,None,None,None,None,T
"All voices pause before moving onto new musical material (i.e. after phrases 1-2, which are repeated for 3-4).",None,None,None,"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",None,DC0122: Amour et mort par trop grand avantage,None,10,None,None,None,None,None,None,None,None,None,10,None,None,None,None,None,None,8/1/12 12:05,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0122.4: Si ne changez, madame, de courage.",None,DC0122: Amour et mort par trop grand avantage,None,5,None,None,None,None,None,None,None,None,None,9,2,None,None,None,None,None,8/1/12 12:05,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0122.3: Qu'impossible est y faire resistence,",None,DC0122: Amour et mort par trop grand avantage,None,1,None,None,None,None,None,None,None,None,None,5,1,None,None,None,None,None,8/1/12 12:04,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0122.2: Prendront de moy si cruelle vengeance,None,DC0122: Amour et mort par trop grand avantage,None,8,None,S,None,None,None,None,F,None,None,9,None,T,None,None,None,None,8/1/12 12:04,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,DC0122.2: Prendront de moy si cruelle vengeance,None,DC0122: Amour et mort par trop grand avantage,None,5,T,None,None,None,None,None,None,None,None,9,None,None,Ct,None,None,None,8/1/12 12:03,B,None,"Herdman, Jessica",None,None,T,T,None,None,None,None,None
"Text representation: with ""cruelle"" there is a shift to Eflat in both Ct and B (m 7).",None,None,HR Simple,DC0122.2: Prendront de moy si cruelle vengeance,None,DC0122: Amour et mort par trop grand avantage,None,5,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,8/1/12 12:02,None,None,"Herdman, Jessica",None,Text Representation,None,None,None,None,None,None,None
,,,,DC0122.1: Amour et mort par trop grand avantage,,DC0122: Amour et mort par trop grand avantage,,4,,,,,,,C,,,5,,,,,,,8/1/12 12:01,,,"Herdman, Jessica",,None,,,Plagal,,,None,
None,None,None,HR Dactyll,DC0122.1: Amour et mort par trop grand avantage,None,DC0122: Amour et mort par trop grand avantage,None,1,None,None,None,None,None,None,None,None,None,5,None,None,S,None,None,None,8/1/12 12:01,B,None,"Herdman, Jessica",None,None,S,T,None,None,None,None,None
None,None,None,None,"DC0121.10: Elle me veult, je ne la vouldray point.",None,DC0121: Mauldict soit-il qui jamays aymera,None,34,None,None,None,None,None,None,None,None,None,43,10,None,None,None,None,None,8/1/12 11:40,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,"DC0121.10: Elle me veult, je ne la vouldray point.",None,DC0121: Mauldict soit-il qui jamays aymera,None,42,None,S,None,None,None,None,F,None,None,43,None,T,None,None,None,None,8/1/12 11:39,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,FI,"DC0121.10: Elle me veult, je ne la vouldray point.",None,DC0121: Mauldict soit-il qui jamays aymera,None,38,None,None,None,None,None,None,None,None,None,42,None,None,None,S,S,None,8/1/12 11:39,None,None,"Herdman, Jessica",None,None,None,None,None,S,None,None,T
,,,PEn Tonal,"DC0121.10: Elle me veult, je ne la vouldray point.",,DC0121: Mauldict soit-il qui jamays aymera,,34,,,,,,,None,,,36,,,,Ct,S,B,8/1/12 11:38,,,"Herdman, Jessica",,None,,,None,Ct,,None,Ct
,,,,"DC0121.9: De libert̩, que si jour de ma vie",,DC0121: Mauldict soit-il qui jamays aymera,,33,,Ct,Displaced,,,,C,,,33,,B,,,,,8/1/12 11:38,,,"Herdman, Jessica",,None,,,CAD NDLT,,,None,
,,,HR Simple,"DC0121.9: De libert̩, que si jour de ma vie",,DC0121: Mauldict soit-il qui jamays aymera,,30,,,,,,,None,,,34,,,S,,,,8/1/12 11:37,B,,"Herdman, Jessica",,None,T,Ct,None,,,None,
None,None,None,None,"DC0121.9: De libert̩, que si jour de ma vie",None,DC0121: Mauldict soit-il qui jamays aymera,None,30,None,None,None,None,None,None,None,None,None,30,None,None,None,None,None,None,8/1/12 11:36,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
,,,,DC0121.8: En sa rigueur j'auray gaign̩ tel poinct,,DC0121: Mauldict soit-il qui jamays aymera,,28,,S,,,,,A,,,29,,T,,,,,8/1/12 11:36,,,"Herdman, Jessica",,None,,,Phrygian,,,None,
None,None,S,None,DC0121.8: En sa rigueur j'auray gaign̩ tel poinct,None,DC0121: Mauldict soit-il qui jamays aymera,None,26,T,None,None,None,None,None,None,None,None,29,None,None,None,None,None,None,8/1/12 11:35,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
None,None,None,None,DC0121.7: Qu'amour faisoit ma plus grand ennemye.,None,DC0121: Mauldict soit-il qui jamays aymera,None,24,None,S,None,None,None,None,G,None,None,25,None,T,None,None,None,None,8/1/12 11:35,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0121.7: Qu'amour faisoit ma plus grand ennemye.,None,DC0121: Mauldict soit-il qui jamays aymera,None,24,None,None,None,None,None,None,None,None,None,25,None,None,None,None,None,None,8/1/12 11:34,B,None,"Herdman, Jessica",None,None,Ct,None,None,None,None,None,None
,,,HR Stagger,DC0121.7: Qu'amour faisoit ma plus grand ennemye.,,DC0121: Mauldict soit-il qui jamays aymera,,19,,,,,,,None,,,21,,,S,,,,8/1/12 11:34,,,"Herdman, Jessica",,None,,Ct,None,,,None,
"Evaded cad: S to E, no 2>1.",None,None,None,"DC0121.6: Mes jours subjectz au vouloir d'un' amye,",None,DC0121: Mauldict soit-il qui jamays aymera,None,20,None,Ct,"Displaced, Inverted, Evaded",None,None,None,C,None,None,21,None,S,None,None,None,None,8/1/12 11:33,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0121.6: Mes jours subjectz au vouloir d'un' amye,",None,DC0121: Mauldict soit-il qui jamays aymera,None,19,None,None,None,None,None,None,None,None,None,20,None,None,Ct,None,None,None,8/1/12 11:32,B,None,"Herdman, Jessica",None,None,S,T,None,None,None,None,None
None,None,None,FI,"DC0121.6: Mes jours subjectz au vouloir d'un' amye,",B,DC0121: Mauldict soit-il qui jamays aymera,None,16,None,None,None,None,None,None,None,None,None,18,None,None,None,None,None,T,8/1/12 11:32,None,None,"Herdman, Jessica",B,None,None,None,None,None,None,None,B
None,None,None,None,DC0121.5: Quelle piti̩ d'avoir us̩ ainsi,None,DC0121: Mauldict soit-il qui jamays aymera,None,15,None,Ct,Displaced,None,None,None,F,None,None,16,None,B,None,None,None,None,8/1/12 11:31,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0121.5: Quelle piti̩ d'avoir us̩ ainsi,None,DC0121: Mauldict soit-il qui jamays aymera,None,16,None,None,None,None,None,None,None,None,None,16,None,None,None,None,None,None,8/1/12 11:30,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,None,DC0121.5: Quelle piti̩ d'avoir us̩ ainsi,None,DC0121: Mauldict soit-il qui jamays aymera,None,14,None,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,8/1/12 11:30,B,None,"Herdman, Jessica",None,None,Ct,None,None,None,None,None,None
None,None,None,HR Stagger,DC0121.5: Quelle piti̩ d'avoir us̩ ainsi,None,DC0121: Mauldict soit-il qui jamays aymera,None,13,None,None,None,None,None,None,None,None,None,16,None,None,S,None,None,None,8/1/12 11:29,None,None,"Herdman, Jessica",None,None,None,Ct,None,None,None,None,None
None,None,None,None,DC0121.4: J'ay bien conclu de tenir bon aussi.,None,DC0121: Mauldict soit-il qui jamays aymera,None,5,None,None,None,None,None,None,None,None,None,12,2,None,None,None,None,None,8/1/12 11:29,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0121.3: Ce fatal dieu dit que pis me fera.,None,DC0121: Mauldict soit-il qui jamays aymera,None,1,None,None,None,None,None,None,None,None,None,5,1,None,None,None,None,None,8/1/12 11:28,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0121.2: Tant je m'en suis mal trouv̩ jusqu'icy.,None,DC0121: Mauldict soit-il qui jamays aymera,None,11,None,S,None,None,None,None,F,None,None,12,None,T,None,None,None,None,8/1/12 11:28,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
Text overlap (m 5).,None,None,FI,DC0121.2: Tant je m'en suis mal trouv̩ jusqu'icy.,None,DC0121: Mauldict soit-il qui jamays aymera,None,5,None,None,None,None,None,None,None,None,None,7,None,None,None,S,None,T,8/1/12 11:28,None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,S,None,None,S
None,None,None,None,"DC0121.1: Mauldict soit il qui jamays aymera,",None,DC0121: Mauldict soit-il qui jamays aymera,None,4,None,Ct,Displaced,None,None,None,C,None,None,5,None,B,None,None,None,None,8/1/12 11:27,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,NIM,"DC0121.1: Mauldict soit il qui jamays aymera,",None,DC0121: Mauldict soit-il qui jamays aymera,T,1,None,None,None,S,None,B,None,Ct,S,4,None,None,None,None,None,None,8/1/12 11:26,None,None,"Herdman, Jessica",None,None,None,None,None,S,None,None,None
None,None,None,None,DC0120.8: Que sans le dire mort le fera s̤avoir,None,DC0120: Si je me plains ce n'est sans apparence,None,23,None,None,None,None,None,None,None,None,None,32,8,None,None,None,None,None,8/1/12 11:25,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,DC0120.8: Que sans le dire mort le fera s̤avoir,None,DC0120: Si je me plains ce n'est sans apparence,None,31,None,S,None,None,None,None,F,None,None,32,None,T,None,None,None,None,8/1/12 11:25,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,Stretto Fuga,,PEn Tonal,DC0120.8: Que sans le dire mort le fera s̤avoir,,DC0120: Si je me plains ce n'est sans apparence,,26,,,,,,,None,,,30,,,,T,S,Ct,8/1/12 11:24,,,"Herdman, Jessica",T,None,,,None,,,None,T
None,None,None,FI,DC0120.8: Que sans le dire mort le fera s̤avoir,T,DC0120: Si je me plains ce n'est sans apparence,None,23,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,S,8/1/12 11:23,None,None,"Herdman, Jessica",T,None,None,None,None,None,None,None,T
None,None,None,None,DC0120.7: Mais chascun jour mon mal si fort empire,None,DC0120: Si je me plains ce n'est sans apparence,None,19,None,None,None,None,None,None,None,None,None,24,7,None,None,None,None,None,8/1/12 11:25,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Final Repeat,None
None,None,Ct,HR Stagger,DC0120.7: Mais chascun jour mon mal si fort empire,None,DC0120: Si je me plains ce n'est sans apparence,None,19,T,None,None,None,None,None,None,None,None,21,None,None,None,None,None,None,8/1/12 11:22,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,None,DC0120.6: Ne voulant point le plus faire apparoir.,None,DC0120: Si je me plains ce n'est sans apparence,None,18,None,Ct,Displaced,None,None,None,C,None,None,19,None,B,None,None,None,None,8/1/12 11:22,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,DC0120.6: Ne voulant point le plus faire apparoir.,None,DC0120: Si je me plains ce n'est sans apparence,None,23,None,T,"Displaced, Inverted",None,None,None,C,None,None,24,None,Ct,None,None,None,None,8/1/12 11:20,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,Ct,None,DC0120.6: Ne voulant point le plus faire apparoir.,None,DC0120: Si je me plains ce n'est sans apparence,None,18,T,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,8/1/12 11:20,B,None,"Herdman, Jessica",None,None,T,None,None,None,None,None,None
None,None,None,HR Simple,DC0120.6: Ne voulant point le plus faire apparoir.,None,DC0120: Si je me plains ce n'est sans apparence,None,16,None,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,8/1/12 11:19,None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
,,,,DC0120.5: Fort le nyer est ce que je desire.,,DC0120: Si je me plains ce n'est sans apparence,,15,,S,,,,,A,,,16,,T,,,,,8/1/12 11:19,,,"Herdman, Jessica",,None,,,Phrygian,,,None,
None,None,None,None,DC0120.5: Fort le nyer est ce que je desire.,None,DC0120: Si je me plains ce n'est sans apparence,None,13,None,None,None,None,None,None,None,None,None,14,None,None,S,None,None,None,8/1/12 11:19,B,None,"Herdman, Jessica",None,None,T,Ct,None,None,None,None,None
None,None,None,FI,DC0120.5: Fort le nyer est ce que je desire.,None,DC0120: Si je me plains ce n'est sans apparence,None,11,None,None,None,None,None,None,None,None,None,14,None,None,None,T,None,S,8/1/12 11:18,None,None,"Herdman, Jessica",T,None,None,None,None,None,None,None,T
None,None,None,None,DC0120.4: Beaucoup plus grand sentiroye mon martyre.,None,DC0120: Si je me plains ce n'est sans apparence,None,5,None,None,None,None,None,None,None,None,None,11,2,None,None,None,None,None,8/1/12 11:18,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"DC0120.3: Si mon malheur mettoye en evidence,",None,DC0120: Si je me plains ce n'est sans apparence,None,1,None,None,None,None,None,None,None,None,None,4,1,None,None,None,None,None,8/1/12 11:17,None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,DC0120.2: Ayant du mal trop plus que ne puis dire.,None,DC0120: Si je me plains ce n'est sans apparence,None,9,None,S,None,None,None,None,F,None,None,10,None,T,None,None,None,None,8/1/12 11:17,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
,,S,,DC0120.2: Ayant du mal trop plus que ne puis dire.,,DC0120: Si je me plains ce n'est sans apparence,,6,T,,,,Romanesca,,None,,,10,,,,,,,8/1/12 11:16,B,,"Herdman, Jessica",,None,T,,None,,,None,
None,Stretto Fuga,None,NIM,DC0120.2: Ayant du mal trop plus que ne puis dire.,None,DC0120: Si je me plains ce n'est sans apparence,Ct,5,None,None,None,None,None,B,None,S,T,9,None,None,None,T,None,None,8/1/12 11:16,None,None,"Herdman, Jessica",T,None,None,None,None,None,None,None,None
None,None,None,None,"DC0120.1: Si je me plains, ce n'est sans apparence.",None,DC0120: Si je me plains ce n'est sans apparence,None,1,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,8/1/12 11:15,B,None,"Herdman, Jessica",None,None,S,None,None,None,None,None,None
Varied opening rhythm.,None,None,None,DC0119.10: Qu'encontre moy ce croy sera vainqueur.,None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,38,None,None,None,None,None,None,None,None,None,45,10,None,None,None,None,None,7/31/12 0:05,None,Varied,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
Varied opening rhythm.,None,None,None,DC0119.9: L'autre un chascun si tresfort il contente,None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,32,None,None,None,None,None,None,None,None,None,38,9,None,None,None,None,None,7/31/12 0:04,None,Varied,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
All voices pause before returning to musical material from opening (i.e. phrases 1-2).,None,None,None,DC0119.9: L'autre un chascun si tresfort il contente,None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,32,None,None,None,None,None,None,None,None,None,32,None,None,None,None,None,None,7/31/12 0:04,None,None,"Herdman, Jessica",None,Text Pause,None,None,None,None,None,None,None
None,None,None,None,"DC0119.8: Car l'un m'est doulx et si pres de mon coeur,",None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,31,None,S,None,None,None,None,F,None,None,32,None,T,None,None,None,None,7/31/12 0:03,None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"DC0119.8: Car l'un m'est doulx et si pres de mon coeur,",None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,27,None,None,None,None,None,None,None,None,None,32,None,None,S,None,None,None,7/31/12 0:02,None,None,"Herdman, Jessica",None,None,None,Ct,None,None,None,None,None
None,None,None,HR Stagger,"DC0119.8: Car l'un m'est doulx et si pres de mon coeur,",None,DC0119: J'ay d'un cost̩ l'honneur tant estim̩,None,27,None,None,None,None,None,None,None,None,None,29,None,None,None,None,None,None,7/31/12 0:01,B,None,"Herdman, Jessica",None,None,S,None,None,None,None,None,None
